esco_skill_label,esco_skill_uri,max_similarity,n_similar,mean_similarity,max_similarity_capability
study acquisition of language,http://data.europa.eu/esco/skill/253f889e-a10d-442a-849d-614969793776,0.9348090887069702,23,0.697750117932601,"develop highly specialized models that understand nuances of language and reflect specific terminology, tone, and stylistic preferences"
ink printing plates,http://data.europa.eu/esco/skill/25410a05-6907-4a4e-ab99-f2ace65fdfce,0.844549298286438,0,0.6389739533398078,"create a new way to view and quantify muscle volume, quality and asymmetries"
adapt communication style according to recipient,http://data.europa.eu/esco/skill/254235cd-d928-49d1-ae51-b7c909404fe1,0.9391774535179138,89,0.7039606244045961,harness the power of multimodal learning to revolutionize knowledge retention and acquisition
assemble optomechanical equipment,http://data.europa.eu/esco/skill/25453ab7-fcc2-47e1-b452-a5dea1dae0c4,0.9145236015319824,5,0.697191516949281,automate sorting systems for recycling materials with precision and speed
grade pulp,http://data.europa.eu/esco/skill/254951ed-59f2-4d04-8236-eed23110187c,0.8937501907348633,0,0.6391946096211757,"input mechanical, temperature, and electrical properties for polymer development"
operate drones in civil engineering,http://data.europa.eu/esco/skill/254d5358-8e20-450c-9fed-28ceff0479ef,0.9416563510894775,126,0.6718571679624095,"accomplish all of the above in a secure, compliant, and cost-effective manner, running securely in their cloud account"
operate crusher,http://data.europa.eu/esco/skill/255023d6-514b-4b7e-992b-c2158527a607,0.871852457523346,0,0.6598851271780403,"scale to a wide range of applications including edge nodes, smartphones, automotive"
agree on repair arrangements,http://data.europa.eu/esco/skill/25551d22-cf72-47db-84e4-db18867e5f78,0.9039126038551331,1,0.6793521693971494,provide fleet managers with information on vehicle repairs needs
provide education management support,http://data.europa.eu/esco/skill/255f12eb-d4bc-41dc-b0ec-07748de464be,0.9486938714981079,194,0.7248903807977308,comprehensive customer experience throughout the implementation and support processes
manage the lightering operation,http://data.europa.eu/esco/skill/25605f81-d995-4b18-8244-aa91586d8a1e,0.940471887588501,36,0.6734718610395926,accelerate the permitting and construction planning processes
prescribe exercises for controlled health conditions,http://data.europa.eu/esco/skill/25619418-10ff-4fd1-af06-149a555447ed,0.9235066175460815,31,0.7128698891222143,expedite diagnoses for cognitive and mental health conditions
sell fish and seafood,http://data.europa.eu/esco/skill/256203c5-80f6-4467-81fc-431058741fcf,0.8365451693534851,0,0.582053397942073,automated insights to navigate the complexities of the global food and beverage markets
disassemble equipment,http://data.europa.eu/esco/skill/2562fa92-6ecf-4ba9-831e-0ce94acb8991,0.8956210017204285,0,0.6800035488131965,remove costly and complex barriers to working with physical devices
perform spawning and fertilisation on fish eggs,http://data.europa.eu/esco/skill/25670ff0-7822-48f3-8bc8-5b1327c8eb36,0.8188263177871704,0,0.5370505980503718,monitor and track each tree on the farm
feed pets,http://data.europa.eu/esco/skill/256d1577-2a4f-4959-8aea-eb24ac0f8288,0.8365636467933655,0,0.5636324206472398,reduce food waste through awareness and local food system platforms
manage groups outdoors,http://data.europa.eu/esco/skill/256e45bb-b918-4ac8-b87c-01a2e48ddb33,0.8650842905044556,0,0.6703741657445483,identify available talent with the right capabilities and experiences for projects
manage aeronautical information management services,http://data.europa.eu/esco/skill/2579f843-87e8-4a9f-83ce-1284b2218b56,0.9417954087257385,412,0.7499736198150643,provide immediate assessment and actionable recommendations for print quality enhancement
operate router machinery,http://data.europa.eu/esco/skill/257b8857-5da2-46ea-be52-6dc67f6b996f,0.9049569368362427,1,0.6801545756995618,"connect devices, vehicles, and machines"
allocate numbers to clients' belongings,http://data.europa.eu/esco/skill/25886784-2382-4524-88e0-b04c4b5a178c,0.9363658428192139,11,0.6459874937633745,anticipate and cater to users' needs through personalization
inspect cargo,http://data.europa.eu/esco/skill/2592d0a3-a6ab-44f7-ac29-c145b4ad81c8,0.8520925641059875,0,0.5925822948763902,provide fleet managers with information on vehicle repairs needs
calculate oil deliveries,http://data.europa.eu/esco/skill/259ee9fa-9dde-4f50-8027-4af21a994158,0.9053959846496582,1,0.6154754723997924,calculate potential oil and gas volumes
manage drilling team,http://data.europa.eu/esco/skill/25a599ff-27ab-4853-9a04-6174a0bd03b3,0.9100713729858398,3,0.6605644033557376,streamline employee and team development processes
manage railway construction projects,http://data.europa.eu/esco/skill/25a713ba-cbc0-4388-80ca-dad1b7629533,0.9350020289421082,19,0.7046670663808803,accelerate the permitting and construction planning processes
protect client interests,http://data.europa.eu/esco/skill/25a7fc25-f2fc-4bfd-9999-943c03d53372,0.9192295074462891,21,0.7140766965420783,balance customer journey personalization with the ability to respect consumer privacy
bolt engine parts,http://data.europa.eu/esco/skill/25ac3483-c459-4c46-8e6a-3f644a1d34a3,0.8428201675415039,0,0.5939152333646606,utilize parallel processing engines
use concurrent programming,http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,0.9460119009017944,367,0.7592851187271125,"use GenerativeAI, machine learning, and large language models to improve billing transparency"
implement transport strategy,http://data.europa.eu/esco/skill/25b480dc-ece5-4b7e-9380-599f13fe9056,0.9280977249145508,74,0.7449344307594058,adopt sophisticated reasoning capabilities for business operations transformation
recommend clothing according to customer's measurements,http://data.europa.eu/esco/skill/25b746af-fb4e-41fc-9975-a74d73627cfe,0.9430530667304993,43,0.6785066085492223,deliver content customized to physician's interests
assist in performing physical exercises,http://data.europa.eu/esco/skill/25b762be-23eb-4165-aa05-64663de3e654,0.9322224259376526,31,0.6589289342352588,assist in continuous learning and skills development
read gas meter,http://data.europa.eu/esco/skill/25bd8287-a5e9-4378-abff-a09d0a637604,0.8558208346366882,0,0.5796038556769479,calculate potential oil and gas volumes
give shiatsu massages,http://data.europa.eu/esco/skill/25bf3f6d-740f-48c3-ae8b-5709595cf71b,0.9023913741111755,1,0.6936029423457649,"gain instant access to session insights on client engagement, therapy themes, and evidence-based techniques"
deal with arrivals in accommodation,http://data.europa.eu/esco/skill/25c0b413-f474-42fa-be01-20289d2634c4,0.9098308682441711,6,0.6240039003629017,differentiate between bags and people during airport check-in
promote equality in sport activities,http://data.europa.eu/esco/skill/25c2379e-9cfe-4479-9e1d-9d3444df7a36,0.9262841939926147,40,0.6438306435653351,"democratize access to financial innovation, particularly in regions with limited accessibility"
maintain ship brightwork,http://data.europa.eu/esco/skill/25c52a9c-08f0-4522-afd6-4b2a4e5996af,0.8729833364486694,0,0.6126739220988098,simulate vessel and fleet performance
change watch battery,http://data.europa.eu/esco/skill/25d168e5-ad10-42a8-9f00-9e1417c8ae36,0.8808724284172058,0,0.6710526264502077,"create a new way to view and quantify muscle volume, quality and asymmetries"
handle quotes from prospective shippers,http://data.europa.eu/esco/skill/25d8dedb-a557-441a-8aeb-2d618b79abe9,0.8877143859863281,0,0.6710320762963888,manage samples and requests from buyers
act reliably,http://data.europa.eu/esco/skill/25e16679-a7d0-464d-916c-63210001bbab,0.8658962845802307,0,0.6020241093524565,assess academic areas where a student might be facing challenges
check vehicle damage,http://data.europa.eu/esco/skill/25ea0473-04f6-4bdc-be88-cb280142e7ca,0.9007255434989929,1,0.6273789612428364,conduct comprehensive vehicle damage assessments
use rental management software,http://data.europa.eu/esco/skill/25ee43a8-f9b0-4990-96cf-eabe627ff0cc,0.9142709374427795,15,0.7322037322295867,use computer vision for inventory management
operate hand tools in chain making,http://data.europa.eu/esco/skill/25f22f34-dbf8-4e6a-9e43-ab85abda0b93,0.9014309048652649,1,0.6854522805982378,"accomplish all of the above in a secure, compliant, and cost-effective manner, running securely in their cloud account"
manage needs for stationery items,http://data.europa.eu/esco/skill/25f46432-5ee9-4cb7-a18b-d2ee41761823,0.911614179611206,5,0.7166336130988727,optimize decision making for perishable shippers and service providers
follow a brief,http://data.europa.eu/esco/skill/25f4c955-e429-44a6-98a7-7d8cb3b6b690,0.8954962491989136,0,0.5966453080969709,create a compliance exception
evaluate humanitarian programme proposals,http://data.europa.eu/esco/skill/25f7a634-b304-485c-abac-d105b1abb223,0.8983055949211121,0,0.6790234820451136,provide ongoing analytics and recommendations to improve the warranty process
examine merchandise,http://data.europa.eu/esco/skill/25fce4fb-35b6-49b6-a4fa-c7aa168fd770,0.8854829668998718,0,0.6884423062440079,assist authoring for purchase order entries including packing list and product labeling instructions
interact verbally in Hindi,http://data.europa.eu/esco/skill/25fcf0ff-1615-44b8-a81a-e6e8ce9deed7,0.9040682911872864,1,0.5025254786818054,communicate in multiple languages
set standards for handling valuables,http://data.europa.eu/esco/skill/2601a471-0688-4caf-9402-a0b881a1be79,0.9252392053604126,4,0.6965968106274626,enable setting of scientific KPIs for safety and sustainability
use urethane adhesive to fasten windshields,http://data.europa.eu/esco/skill/26040e6d-ec6b-47ae-bde3-95906b721582,0.9044694304466248,2,0.5903952813297388,apply Guardrails to filter undesired content
assemble metal parts,http://data.europa.eu/esco/skill/26071360-b2b1-4089-9c73-b51792b29ed5,0.8603087663650513,0,0.6180538517716478,support transport of equipment and material
type texts from audio sources,http://data.europa.eu/esco/skill/260ddfe0-637b-4ce8-8007-9601645e2dc8,0.9225963354110718,2,0.6798624228732506,recognize and extract text from images and documents using optical character recognition
create beverage recipes with botanicals,http://data.europa.eu/esco/skill/261de443-57a9-481d-b6ec-c3e136e41789,0.9107412099838257,1,0.68007322453163,create standardized patentable formulas with natural ingredients
tend to elderly people,http://data.europa.eu/esco/skill/261e740b-d32d-4356-94a8-3ea29128b70b,0.9120352864265442,3,0.6113066599562196,"optimize healthcare moments that matter to patients, employees, and communities"
report on voting process,http://data.europa.eu/esco/skill/261fa103-e0eb-424c-8a4d-d336f50abbf8,0.9085044860839844,4,0.6919232608550894,accelerate the remediation process for static analysis violations
consult with technical staff,http://data.europa.eu/esco/skill/2624158e-4a53-4667-8921-96ee7aaea7b3,0.9250785112380981,46,0.7045564651753223,"gather and share information about the trustworthiness and compliance of AI models with third parties, clients, and regulators"
diagnose rheumatic diseases,http://data.europa.eu/esco/skill/2633d227-076a-4e71-a96a-f81ccba7a554,0.9103296995162964,1,0.5628884147938005,"identify, treat, manage cardiovascular disease"
create mood boards,http://data.europa.eu/esco/skill/26343dda-6dda-4c14-a329-34828135ecbc,0.9242283701896667,30,0.710341817892238,"develop highly specialized models that understand nuances of language and reflect specific terminology, tone, and stylistic preferences"
evaluate benefit plans,http://data.europa.eu/esco/skill/26355e95-23d3-4038-be63-96f9a6d92577,0.931823194026947,127,0.7276547927106962,improve the efficiency and effectiveness of the expert matching process
estimate value of clocks,http://data.europa.eu/esco/skill/26364a45-13d1-4f89-9600-2dfbec6da09d,0.9263922572135925,11,0.6481709491171379,maximize overall value of every transaction
provide documentation,http://data.europa.eu/esco/skill/2636b3d3-843e-46a9-8b4c-a9d6ca3f5a2d,0.9374323487281799,201,0.7417809402785168,provide ongoing analytics and recommendations to improve the warranty process
manage agricultural staff,http://data.europa.eu/esco/skill/263782c1-c65d-458a-ae67-8526ccf214f5,0.9405316114425659,175,0.7102334698386142,streamline oversight and management of accounts and campaigns
operate smelter,http://data.europa.eu/esco/skill/263f43b1-1a22-462b-a9ed-1757ea6570f7,0.8940737247467041,0,0.6791342510113708,operate and manage complex manufacturing supply chains
perform market research in footwear,http://data.europa.eu/esco/skill/264f48f3-7d00-4ecc-9ba7-d472b5b4f1d7,0.954353928565979,194,0.7193069163210827,"workflow solutions in the global capital, commodity and automotive markets"
determine suitability of materials,http://data.europa.eu/esco/skill/26514334-a6b2-47d6-ae86-490f5ee972f7,0.9467750787734985,273,0.6918709227922861,fully utilize statistical trends of technical indicators and frequency information of VMDs for SVR
